acceleration_magnitude,rotation_magnitude,attitude_magnitude
0.07140716784733951,0.0640731442671761,0.29655525708175423
0.08759885015699939,0.07412857397172473,0.2952901460002071
0.1043335899765184,0.07187829978143404,0.295112653079195
0.10935978750154632,0.17141992621828533,0.2901643814320761
0.14170244916831673,0.269526129827533,0.27896698906230477
0.15074107693388247,0.46644603389281164,0.25932352295386485
0.18002368134976754,0.3977582299332289,0.23948905702072734
0.23229108186248024,0.3018614592558977,0.22569814026556942
0.29492351640350684,0.33900831733410036,0.21414075620817416
0.31454346956701157,0.37091142312755937,0.20452098457765286
0.25342363882938906,0.34849293625319255,0.20072406215344726
0.17667351688245064,0.29754817208511847,0.1997610622274508
0.15380815550198323,0.43093007860310206,0.1905525154414893
0.12015242414302335,0.3761720067859166,0.17983027749587924
0.13963146554610492,0.30934955054153,0.17016518509998277
0.15695739651886303,0.338850383661415,0.1591002096985227
0.2039169585567951,0.3772216546972411,0.1465147048383799
0.21660761772315257,0.32312235714978044,0.13484379339030175
0.22007727036338218,0.21310054573198112,0.1270587530682887
0.2141424959062357,0.12507283437253663,0.12230670699409449
0.20494308535213487,0.08141440867385208,0.11911092114606456
0.1864394746054806,0.11309245002974067,0.11738909514785059
0.15375383478787716,0.21566725003170556,0.11875504094526276
0.11429129939846043,0.35577104594441933,0.12374128474199267
0.18015350208589445,0.35866985636829196,0.1305547559583177
0.33285891128087236,0.23174928222021646,0.13491632800048428
0.29074766090274634,0.039932910373352136,0.1360972071781619
0.14918554269294293,0.11349852931516102,0.13460103367310586
0.1721370583580517,0.05857408809879693,0.13415369042255762
0.3269648802789342,0.10830571364884156,0.12935505567917896
0.4758854772081131,0.2532100827076452,0.13315642436042904
0.27240092161015106,0.2886772946963558,0.13420575864404008
0.350132538963893,0.165824504964575,0.13776690037865433
0.2786638404542742,0.30629248096061007,0.14671416949178254
0.3162056774502518,0.5503325652900752,0.16598738477623234
0.2584442012896774,0.5379794380911869,0.18792907984589372
0.2245244940196267,0.4506155979390484,0.20613700430375262
0.2314324509829704,0.37966042811257183,0.21864140380019279
0.14111075072394397,0.4899417351474666,0.23572407984114255
0.08060909337810106,0.35310028297678026,0.25062398458286084
0.09146245336670406,0.23981118567332996,0.25682621198466804
0.10305322017206267,0.25775238439404446,0.2548403721053878
0.09985391768517737,0.22664795722925957,0.2529683986254545
0.1363580461855197,0.23405036439627613,0.2531983523035243
0.10316126989831534,0.12200492048881258,0.2549771930212825
0.10610637035381962,0.16667995341164404,0.26007280982757297
0.11537140953630351,0.2740104085452349,0.27054829105601386
0.10964912023812684,0.1956534791411678,0.28129973509275674
0.10067937417804446,0.14352476828248165,0.28663199718053367
0.11351063900060783,0.18833415912605683,0.2931015821208589
0.08573342019873537,0.1385225769248664,0.30024582773374464
0.09005544109675218,0.0899447126582884,0.3027994239049737
0.08198522800124035,0.04005436722513661,0.30448464904200045
0.09798028597251791,0.028185686328720483,0.30474041449399436
0.097978825848059,0.06000145583648353,0.3041969693804323
0.09986958951895371,0.07000501536175713,0.30293244737327385
0.1272850832397233,0.18996153357683293,0.29685455713118525
0.1158259822246417,0.40189080010337236,0.2805480274198564
0.2135402667623446,0.5238175512345155,0.25753487576301615
0.27621523555105304,0.4510777559370354,0.23464032140194127
0.3123810631916012,0.30488753708198707,0.22029444174350013
0.3829535273028095,0.4185547410435665,0.20851759095302755
0.3676108957239797,0.4426933901937269,0.19854123219052358
0.2717217899234075,0.45264346505830716,0.19504145793603087
0.190046812218589,0.44414220928894005,0.19316424868161927
0.17775638975582495,0.5022810184773585,0.1844560029120406
0.1911017198259539,0.5268686183790298,0.16973813349726827
0.1854171174275153,0.45060520315919156,0.15702391096594973
0.21376818315485108,0.5222729096221613,0.14460439777327092
0.23620849595209822,0.4479690045769847,0.13486366884362735
0.23197552479451064,0.3469293603431195,0.1279682987631605
0.21783355111464045,0.2643511359189843,0.12205447393931959
0.2079343343892273,0.1553359886956286,0.11724646709678418
0.17293188377462693,0.08515217372670211,0.11357488174281394
0.11019130037619124,0.15581619584637665,0.11167101845319283
0.15967036229602835,0.18539674996740527,0.11106288707274611
0.19829142192649363,0.1883408819653869,0.11177346037817432
0.1854882682469102,0.17199840252599904,0.11295087198210577
0.1799429067547876,0.11593067456244102,0.11216187947254697
0.10773216177642077,0.11632402881378064,0.11092248913005551
0.1410999166946125,0.13873126109202608,0.10830230028288296
0.3074264043149574,0.2514184282030838,0.10755233740851797
0.6415141188774266,0.3093595942824603,0.1191375188789561
0.5913509274650476,0.24416689607575096,0.1171128656907279
0.5278574902858794,0.35310762159942727,0.12368244658604946
0.239484976521629,0.2749465036278062,0.13181326550958847
0.3256646987407536,0.7200770883720798,0.15429475647771415
0.2732437382953977,0.5573582483981936,0.17902058506204968
0.17902545929895128,0.36852862737764636,0.1949924342048833
0.20327559894485758,0.44012948690737175,0.20879717108129467
0.15716194417524013,0.40773854825134515,0.22315357324564963
0.07616603183486015,0.33935258149450626,0.23594252512432248
0.0853944500240417,0.27849327162302717,0.24607377116402376
0.10870225955305089,0.24458084508528294,0.2533973079830887
0.07846395179986561,0.23878289348279264,0.25632886358656004
0.08655144051997805,0.231494909566799,0.2572444020924681
0.11524172957831325,0.19933471987923979,0.25778797149015564
0.15880728585732418,0.16276646413245555,0.2600468789879674
0.13026859975613278,0.17233093786182505,0.26623062897552985
0.12355814831229071,0.24265993030387834,0.27547285515279185
0.10677986129299638,0.2478336122832663,0.286996753026721
0.09562594431041958,0.16502077592150352,0.2957735922461999
0.10288137770937589,0.15767340969450475,0.30159006593723303
0.12684628947008497,0.21785294308496353,0.30915604999104906
0.12198346733518219,0.12794860960475776,0.3156878687366783
0.1102370382244252,0.09084614699726291,0.318878198794074
0.08797411542145447,0.10455506504779043,0.32338509572601903
0.09770784124044585,0.11309304216224372,0.3272882749561359
0.10347153277475132,0.07669208332778298,0.3312688454856004
0.09505721951912934,0.042644548266667005,0.3315691740811546
0.09567379256937211,0.21171962490241472,0.32496040870427934
0.1318258913630238,0.3711356786717804,0.31051735013082926
0.1622179456974764,0.4988165782177803,0.28883855807899184
0.20837461310769914,0.4630314122426776,0.2673919844843363
0.22499376171064198,0.3327650972076884,0.25276731393510554
0.27984604226888676,0.3390471597963256,0.24485850209402302
0.30028619541839646,0.3449881635628457,0.23951760894591864
0.2845062646819015,0.3389073423438823,0.23861278393739507
0.2103585335600877,0.32641861132091243,0.24084382737322288
0.1018812580698139,0.43437644073712484,0.23471399127893103
0.08691963778278806,0.470573998845171,0.22223419331395242
0.11419779813751213,0.34521181590443145,0.2123718616558463
0.17316651451321924,0.328222843343168,0.20251510229315792
0.18856279382867225,0.3822574003394052,0.19018513884160584
0.20556951473689014,0.3799048839594213,0.17730208645241521
0.20056278638659522,0.2989852670762319,0.1670389624415999
0.2205998531928018,0.18104530127001678,0.16026862036051484
0.2021430218987002,0.10118104370791248,0.15596815784674303
0.1803521098481932,0.0860991986777284,0.15300472659101064
0.1666373154253413,0.15479751349244442,0.1518594626687457
0.14366560616923008,0.2722254703994239,0.15376566074307849
0.13091019670044812,0.38303154453048227,0.15919356553628625
0.17403851236419113,0.32593039388026973,0.1659212533173454
0.3273965432117525,0.15572830132733598,0.16965243342680766
0.31996155423454326,0.1023119881406213,0.16766917666202127
0.1835810981049447,0.09733882261230949,0.16461235319825754
0.1546068037924141,0.10244310460501958,0.16168297886240776
0.24907026417582623,0.05193788442650654,0.1598029842199092
0.2945049365331202,0.30827821957941937,0.16583946055071055
0.3535387841378216,0.3526128540376957,0.16869784883317704
0.3369937339770843,0.12760377206479398,0.17008994360938892
0.27715486795272265,0.19678630746970938,0.17608277016580806
0.33029484819540594,0.4653490856561945,0.18939224522800005
0.27193381553938006,0.4751823213681507,0.2083885515623263
0.21603807428276792,0.43210281450942256,0.22499351985108199
0.20803315276471965,0.3762967642363911,0.23834971528830642
0.1602854082820799,0.43301261973920824,0.25461901849872526
0.09802213791057901,0.31449304155879754,0.2670458472620315
0.07148041183610372,0.22821905135058632,0.2715262285372917
0.08818966385021046,0.2816114005222816,0.2689841531563838
0.09283210033889605,0.24720924213474335,0.2675430351321152
0.1365674915354424,0.22474463321604463,0.2680651916148947
0.1350002803505311,0.16523726082898302,0.2689837682901386
0.12554381409292656,0.0916700675747104,0.2700199397951373
0.09179067200641752,0.11278679071251704,0.27324277685278753
0.1041346946227599,0.20180240824281032,0.28066891348984346
0.11566128886835927,0.1974853659144912,0.28907213591732284
0.11477030756747372,0.16687919693373793,0.2951775438661586
0.12040316082078645,0.16985373872327708,0.300588009648204
0.11300770205734771,0.12213250755907386,0.30567620507351634
0.08701469593310235,0.07900026840176266,0.30767345540870594
0.06992590108781244,0.026649470951068614,0.3090442011890683
0.07177697337741293,0.015395164028987978,0.30991033510633537
0.08335732973845854,0.03729941878347207,0.31011885918595716
0.0874909968231268,0.04286219636138747,0.30857218643488316
0.1374201128595123,0.09559070198977701,0.3062894523870793
0.09060640511392055,0.3223066521920353,0.2953219528083383
0.11616056901685952,0.42234853552151186,0.2782518182712872
0.1849959109826693,0.48271971704577804,0.25728997471860915
0.26827796981165547,0.31979967896429806,0.2389659055702356
0.30825747980902046,0.24960764119379422,0.2305831780416769
0.3382209379784998,0.3950951343859468,0.21927141673327036
0.30588336862847165,0.33784205915147997,0.21177951280899396
0.20947024010741488,0.3412357892682957,0.20955406510213556
0.16574007540477648,0.3550355222907416,0.20589998969407783
0.12901255480705734,0.3743324525750352,0.19690814783654406
0.13806044730445066,0.32983730358710023,0.18711415830217373
0.15573057691038686,0.3890047184412592,0.17509315481777285
0.18367462069730736,0.4440768964818089,0.16023559152780767
0.20370837895880875,0.4229704477970807,0.14556311864375662
0.20697602222532108,0.29694018537436384,0.1352423376103916
0.22457887979026628,0.17935825398159755,0.12876982147396357
