acceleration_magnitude,rotation_magnitude,attitude_magnitude
0.2172601802541909,0.4793533541645798,0.477130040364796
0.2366285098147844,0.23008512359493868,0.4667065508102898
0.17608238121958503,0.5211443794507681,0.4996651111575321
0.11939943102506044,0.2355328088599654,0.5408229044516601
0.04734303608171847,0.24990481981064902,0.5815120856653248
0.04395057295093054,0.2242189481428973,0.6182554221529274
0.06094712394370225,0.1806171105868342,0.6510206565544394
0.05459667303477291,0.18602203351688204,0.6732419964162631
0.06378917985631394,0.19690011202885832,0.6875654977953493
0.05895747519202149,0.16799587371401814,0.7057275415241655
0.034116501129508134,0.12333643458216671,0.726211136639785
0.021169615209844818,0.1485983721161952,0.747112871989115
0.04161125827811646,0.1960562961127419,0.7746249392648179
0.0837896772266495,0.1806703747176757,0.8073828776106771
0.09749427053605753,0.11956136402476707,0.8333631684457941
0.1505644665513816,0.09952253604992142,0.8520233501077897
0.14655502871780338,0.04790444430164934,0.865846578051554
0.1409127678940875,0.012026615722366251,0.8700622108437385
0.12801931772806663,0.04239060814755472,0.8666322206442939
0.10232582463737734,0.09211511184537782,0.8562350284223663
0.11809033667445355,0.2656218298573981,0.8352349288897867
0.09134178754332437,0.43105093934982325,0.8054082490889586
0.05068284303145679,0.47079308561572764,0.764036292151721
0.08233734568199748,0.35879081210917824,0.7116623073823856
0.11359385928941185,0.3030410393018464,0.6568943122425489
0.21468747058074436,0.3276724771790955,0.6053897101798245
0.2114260604626293,0.3355594801899335,0.554704566761462
0.13132600534801725,0.3605232582579589,0.5027175864019511
0.05407968356333569,0.39273004541474593,0.45036141693180953
0.0884135019883298,0.4287583982031437,0.40755481509426694
0.12410266408988867,0.4038996658377028,0.37753102892860946
0.15835315430407165,0.31289141163984385,0.3616920153286419
0.1522317114669769,0.2925272873003501,0.3588029341264245
0.18528410955883726,0.30361829271976054,0.3561696843735417
0.17943627553900152,0.26518248709856895,0.35112797293288656
0.16762476979436294,0.16442846191535673,0.34710377670334225
0.16055576617640133,0.11866575550548208,0.3465534412059148
0.1319026427732865,0.07612526270298646,0.35014777496217364
0.12631531994200668,0.15169009415037646,0.35793947511150537
0.1011144713426808,0.308267473485393,0.3719281541475903
0.2294231899844108,0.3526557208260886,0.3930643547875091
0.26206477556728636,0.22497846038908603,0.41111713662574967
0.16317520573087346,0.03212345338079398,0.41702563493174805
0.07616301121196636,0.12557531750341872,0.41094048494769275
0.11384979332419384,0.08295901906512201,0.4110948312555812
0.1220163025382156,0.09291890784285468,0.4135040310973054
0.1453171206787765,0.24070756858619533,0.4236314977359936
0.32218639850224284,0.11900453580379418,0.42901220951109886
0.34370332084742,0.1844537067159216,0.4100052828532039
0.26992188763811426,0.2637541183467225,0.4058412073787864
0.2095691142575969,0.40115348912305526,0.41290669993369744
0.2157465141029807,0.5109234153360922,0.4150775308697555
0.18207437601788198,0.5111548353415386,0.4081864029008543
0.24028514235129098,0.4747413216481697,0.3977027623092044
0.2724393614475512,0.3439868306538119,0.4042101163187971
0.13650637735074653,0.36176624715600486,0.4338494589204289
0.0687773763706383,0.23895058726420623,0.46818713330970485
0.05857983182503665,0.24399003835731542,0.507217994331126
0.044952681568352346,0.22754441477537382,0.5472217229627941
0.04944445043750061,0.1960673366664333,0.5832184714306098
0.05268216355978422,0.13098083368662752,0.6096868271303799
0.050991124615186026,0.14339978501990164,0.6261328551087988
0.061594911451901754,0.1819646961972188,0.639940168179279
0.05085613491916017,0.21673011522857014,0.6631411441346589
0.03601837733542977,0.13718666237669225,0.6865791991037986
0.02856579335342048,0.13002483375277984,0.7083402823367253
0.028133804044995638,0.16537140547571277,0.7366365913841453
0.08886520545890678,0.18140368037389382,0.7688483143712561
0.09879356379921791,0.11719852307729123,0.7957182795412745
0.13191617276569895,0.09985686465783161,0.8147694730188757
0.1478703770042758,0.06820253415476527,0.8311654126152419
0.1444228742276635,0.050376988867773816,0.8407235039176887
0.13075535284601839,0.040378564643071324,0.8400798364257431
0.10675508745555512,0.10337371405111276,0.8285104245122988
